"Statistic","Year","County","UNIT","VALUE"
"New House Registrations","1998","Monaghan","Number","111"
"New House Registrations","1999","All Counties","Number","33852"
"New House Registrations","1999","Carlow","Number","529"
"New House Registrations","1999","Dublin","Number","8956"
"New House Registrations","1999","Kildare","Number","1972"
"New House Registrations","1999","Kilkenny","Number","512"
"New House Registrations","1999","Laois","Number","597"
"New House Registrations","1999","Longford","Number","42"
"New House Registrations","1999","Louth","Number","1020"
"New House Registrations","1999","Meath","Number","2350"
"New House Registrations","1999","Offaly","Number","431"
"New House Registrations","1999","Westmeath","Number","928"
"New House Registrations","1999","Wexford","Number","1640"
"New House Registrations","1999","Wicklow","Number","689"
"New House Registrations","1999","Clare","Number","1158"
"New House Registrations","1999","Cork","Number","4174"
"New House Registrations","1999","Kerry","Number","727"
"New House Registrations","1999","Limerick","Number","1543"
"New House Registrations","1999","Tipperary","Number","1024"
"New House Registrations","1999","Waterford","Number","919"
"New House Registrations","1999","Galway","Number","1721"
"New House Registrations","1999","Leitrim","Number","220"
"New House Registrations","1999","Mayo","Number","830"
"New House Registrations","1999","Roscommon","Number","183"
"New House Registrations","1999","Sligo","Number","391"
"New House Registrations","1999","Cavan","Number","229"
"New House Registrations","1999","Donegal","Number","1020"
"New House Registrations","1999","Monaghan","Number","47"
"New House Registrations","2000","All Counties","Number","34613"
"New House Registrations","2000","Carlow","Number","369"
"New House Registrations","2000","Dublin","Number","8122"
"New House Registrations","2000","Kildare","Number","2064"
"New House Registrations","2000","Kilkenny","Number","607"
"New House Registrations","2000","Laois","Number","809"
"New House Registrations","2000","Longford","Number","103"
"New House Registrations","2000","Louth","Number","1298"
"New House Registrations","2000","Meath","Number","2595"
"New House Registrations","2000","Offaly","Number","638"
"New House Registrations","2000","Westmeath","Number","976"
"New House Registrations","2000","Wexford","Number","1697"
"New House Registrations","2000","Wicklow","Number","814"
"New House Registrations","2000","Clare","Number","891"
"New House Registrations","2000","Cork","Number","4424"
"New House Registrations","2000","Kerry","Number","739"
"New House Registrations","2000","Limerick","Number","1381"
"New House Registrations","2000","Tipperary","Number","1024"
"New House Registrations","2000","Waterford","Number","1121"
"New House Registrations","2000","Galway","Number","1831"
"New House Registrations","2000","Leitrim","Number","259"
"New House Registrations","2000","Mayo","Number","903"
"New House Registrations","2000","Roscommon","Number","254"
"New House Registrations","2000","Sligo","Number","369"
"New House Registrations","2000","Cavan","Number","270"
"New House Registrations","2000","Donegal","Number","850"
"New House Registrations","2000","Monaghan","Number","205"
"New House Registrations","2001","All Counties","Number","28845"
"New House Registrations","2001","Carlow","Number","305"
"New House Registrations","2001","Dublin","Number","8724"
"New House Registrations","2001","Kildare","Number","1933"
"New House Registrations","2001","Kilkenny","Number","648"
"New House Registrations","2001","Laois","Number","346"
"New House Registrations","2001","Longford","Number","131"
"New House Registrations","2001","Louth","Number","855"
"New House Registrations","2001","Meath","Number","1993"
"New House Registrations","2001","Offaly","Number","399"
"New House Registrations","2001","Westmeath","Number","777"
"New House Registrations","2001","Wexford","Number","1049"
"New House Registrations","2001","Wicklow","Number","978"
"New House Registrations","2001","Clare","Number","648"
"New House Registrations","2001","Cork","Number","2957"
"New House Registrations","2001","Kerry","Number","639"
"New House Registrations","2001","Limerick","Number","862"
"New House Registrations","2001","Tipperary","Number","538"
"New House Registrations","2001","Waterford","Number","881"
"New House Registrations","2001","Galway","Number","1780"
"New House Registrations","2001","Leitrim","Number","313"
"New House Registrations","2001","Mayo","Number","407"
"New House Registrations","2001","Roscommon","Number","289"
"New House Registrations","2001","Sligo","Number","335"
"New House Registrations","2001","Cavan","Number","201"
"New House Registrations","2001","Donegal","Number","710"
"New House Registrations","2001","Monaghan","Number","147"
"New House Registrations","2002","All Counties","Number","51017"
"New House Registrations","2002","Carlow","Number","429"
"New House Registrations","2002","Dublin","Number","18243"
"New House Registrations","2002","Kildare","Number","2192"
"New House Registrations","2002","Kilkenny","Number","1064"
"New House Registrations","2002","Laois","Number","821"
"New House Registrations","2002","Longford","Number","238"
"New House Registrations","2002","Louth","Number","1340"
"New House Registrations","2002","Meath","Number","2904"
"New House Registrations","2002","Offaly","Number","640"
"New House Registrations","2002","Westmeath","Number","1031"
"New House Registrations","2002","Wexford","Number","1611"
"New House Registrations","2002","Wicklow","Number","1345"
"New House Registrations","2002","Clare","Number","864"
"New House Registrations","2002","Cork","Number","6004"
"New House Registrations","2002","Kerry","Number","1561"
"New House Registrations","2002","Limerick","Number","1824"
"New House Registrations","2002","Tipperary","Number","1098"
"New House Registrations","2002","Waterford","Number","1550"
"New House Registrations","2002","Galway","Number","2941"
"New House Registrations","2002","Leitrim","Number","213"
"New House Registrations","2002","Mayo","Number","837"
"New House Registrations","2002","Roscommon","Number","347"
"New House Registrations","2002","Sligo","Number","556"
"New House Registrations","2002","Cavan","Number","370"
"New House Registrations","2002","Donegal","Number","804"
"New House Registrations","2002","Monaghan","Number","190"
"New House Registrations","2003","All Counties","Number","56859"
"New House Registrations","2003","Carlow","Number","719"
"New House Registrations","2003","Dublin","Number","16708"
"New House Registrations","2003","Kildare","Number","3264"
"New House Registrations","2003","Kilkenny","Number","946"
"New House Registrations","2003","Laois","Number","1152"
"New House Registrations","2003","Longford","Number","419"
"New House Registrations","2003","Louth","Number","1763"
"New House Registrations","2003","Meath","Number","3615"
"New House Registrations","2003","Offaly","Number","1220"
"New House Registrations","2003","Westmeath","Number","1609"
"New House Registrations","2003","Wexford","Number","1584"
"New House Registrations","2003","Wicklow","Number","2121"
"New House Registrations","2003","Clare","Number","1157"
"New House Registrations","2003","Cork","Number","5827"
"New House Registrations","2003","Kerry","Number","1272"
"New House Registrations","2003","Limerick","Number","3197"
"New House Registrations","2003","Tipperary","Number","1411"
"New House Registrations","2003","Waterford","Number","1575"
"New House Registrations","2003","Galway","Number","2811"
"New House Registrations","2003","Leitrim","Number","516"
"New House Registrations","2003","Mayo","Number","955"
"New House Registrations","2003","Roscommon","Number","445"
"New House Registrations","2003","Sligo","Number","765"
"New House Registrations","2003","Cavan","Number","572"
"New House Registrations","2003","Donegal","Number","1078"
"New House Registrations","2003","Monaghan","Number","158"
"New House Registrations","2004","All Counties","Number","60782"
"New House Registrations","2004","Carlow","Number","847"
"New House Registrations","2004","Dublin","Number","18714"
"New House Registrations","2004","Kildare","Number","2958"
"New House Registrations","2004","Kilkenny","Number","1174"
"New House Registrations","2004","Laois","Number","1568"
"New House Registrations","2004","Longford","Number","708"
"New House Registrations","2004","Louth","Number","1453"
"New House Registrations","2004","Meath","Number","3347"
"New House Registrations","2004","Offaly","Number","1060"
"New House Registrations","2004","Westmeath","Number","1260"
"New House Registrations","2004","Wexford","Number","2152"
"New House Registrations","2004","Wicklow","Number","1480"
"New House Registrations","2004","Clare","Number","1478"
"New House Registrations","2004","Cork","Number","6425"
"New House Registrations","2004","Kerry","Number","1762"
"New House Registrations","2004","Limerick","Number","2316"
"New House Registrations","2004","Tipperary","Number","1885"
"New House Registrations","2004","Waterford","Number","1771"
"New House Registrations","2004","Galway","Number","2528"
"New House Registrations","2004","Leitrim","Number","653"
"New House Registrations","2004","Mayo","Number","1132"
"New House Registrations","2004","Roscommon","Number","962"
"New House Registrations","2004","Sligo","Number","956"
"New House Registrations","2004","Cavan","Number","1106"
"New House Registrations","2004","Donegal","Number","913"
"New House Registrations","2004","Monaghan","Number","174"
"New House Registrations","2005","All Counties","Number","62284"
"New House Registrations","2005","Carlow","Number","938"
"New House Registrations","2005","Dublin","Number","15656"
"New House Registrations","2005","Kildare","Number","4000"
"New House Registrations","2005","Kilkenny","Number","1570"
"New House Registrations","2005","Laois","Number","1946"
"New House Registrations","2005","Longford","Number","609"
"New House Registrations","2005","Louth","Number","1523"
"New House Registrations","2005","Meath","Number","3456"
"New House Registrations","2005","Offaly","Number","938"
"New House Registrations","2005","Westmeath","Number","1071"
"New House Registrations","2005","Wexford","Number","2178"
"New House Registrations","2005","Wicklow","Number","1436"
"New House Registrations","2005","Clare","Number","1537"
"New House Registrations","2005","Cork","Number","7745"
"New House Registrations","2005","Kerry","Number","2012"
"New House Registrations","2005","Limerick","Number","2185"
"New House Registrations","2005","Tipperary","Number","1949"
"New House Registrations","2005","Waterford","Number","1526"
"New House Registrations","2005","Galway","Number","2556"
"New House Registrations","2005","Leitrim","Number","816"
"New House Registrations","2005","Mayo","Number","1439"
"New House Registrations","2005","Roscommon","Number","1427"
"New House Registrations","2005","Sligo","Number","1213"
"New House Registrations","2005","Cavan","Number","1133"
"New House Registrations","2005","Donegal","Number","990"
"New House Registrations","2005","Monaghan","Number","435"
"New House Registrations","2006","All Counties","Number","66649"
"New House Registrations","2006","Carlow","Number","936"
"New House Registrations","2006","Dublin","Number","17258"
"New House Registrations","2006","Kildare","Number","3759"
"New House Registrations","2006","Kilkenny","Number","1305"
"New House Registrations","2006","Laois","Number","2287"
"New House Registrations","2006","Longford","Number","1608"
"New House Registrations","2006","Louth","Number","1097"
"New House Registrations","2006","Meath","Number","2868"
"New House Registrations","2006","Offaly","Number","995"
"New House Registrations","2006","Westmeath","Number","1480"
"New House Registrations","2006","Wexford","Number","2596"
"New House Registrations","2006","Wicklow","Number","1381"
"New House Registrations","2006","Clare","Number","1916"
"New House Registrations","2006","Cork","Number","7857"
"New House Registrations","2006","Kerry","Number","1746"
"New House Registrations","2006","Limerick","Number","2563"
"New House Registrations","2006","Tipperary","Number","2158"
"New House Registrations","2006","Waterford","Number","1278"
"New House Registrations","2006","Galway","Number","3233"
"New House Registrations","2006","Leitrim","Number","794"
"New House Registrations","2006","Mayo","Number","1518"
"New House Registrations","2006","Roscommon","Number","1101"
"New House Registrations","2006","Sligo","Number","1489"
"New House Registrations","2006","Cavan","Number","1384"
"New House Registrations","2006","Donegal","Number","1391"
"New House Registrations","2006","Monaghan","Number","651"
"New House Registrations","2007","All Counties","Number","38351"
"New House Registrations","2007","Carlow","Number","747"
"New House Registrations","2007","Dublin","Number","9318"
"New House Registrations","2007","Kildare","Number","2083"
"New House Registrations","2007","Kilkenny","Number","727"
"New House Registrations","2007","Laois","Number","1549"
"New House Registrations","2007","Longford","Number","279"
"New House Registrations","2007","Louth","Number","909"
"New House Registrations","2007","Meath","Number","1655"
"New House Registrations","2007","Offaly","Number","524"
"New House Registrations","2007","Westmeath","Number","933"
"New House Registrations","2007","Wexford","Number","1167"
"New House Registrations","2007","Wicklow","Number","842"
"New House Registrations","2007","Clare","Number","1066"
"New House Registrations","2007","Cork","Number","4337"
"New House Registrations","2007","Kerry","Number","1232"
"New House Registrations","2007","Limerick","Number","1435"
"New House Registrations","2007","Tipperary","Number","1911"
"New House Registrations","2007","Waterford","Number","944"
"New House Registrations","2007","Galway","Number","1909"
"New House Registrations","2007","Leitrim","Number","265"
"New House Registrations","2007","Mayo","Number","1076"
"New House Registrations","2007","Roscommon","Number","441"
"New House Registrations","2007","Sligo","Number","826"
"New House Registrations","2007","Cavan","Number","907"
"New House Registrations","2007","Donegal","Number","1042"
"New House Registrations","2007","Monaghan","Number","227"
"New House Registrations","2008","All Counties","Number","12676"
"New House Registrations","2008","Carlow","Number","230"
"New House Registrations","2008","Dublin","Number","4550"
"New House Registrations","2008","Kildare","Number","413"
"New House Registrations","2008","Kilkenny","Number","165"
"New House Registrations","2008","Laois","Number","221"
"New House Registrations","2008","Longford","Number","19"
"New House Registrations","2008","Louth","Number","377"
"New House Registrations","2008","Meath","Number","560"
"New House Registrations","2008","Offaly","Number","193"
"New House Registrations","2008","Westmeath","Number","96"
"New House Registrations","2008","Wexford","Number","351"
"New House Registrations","2008","Wicklow","Number","236"
"New House Registrations","2008","Clare","Number","156"
"New House Registrations","2008","Cork","Number","1740"
"New House Registrations","2008","Kerry","Number","256"
"New House Registrations","2008","Limerick","Number","314"
"New House Registrations","2008","Tipperary","Number","532"
"New House Registrations","2008","Waterford","Number","310"
"New House Registrations","2008","Galway","Number","728"
"New House Registrations","2008","Leitrim","Number","62"
"New House Registrations","2008","Mayo","Number","240"
"New House Registrations","2008","Roscommon","Number","70"
"New House Registrations","2008","Sligo","Number","163"
"New House Registrations","2008","Cavan","Number","168"
"New House Registrations","2008","Donegal","Number","364"
"New House Registrations","2008","Monaghan","Number","162"
"New House Registrations","2009","All Counties","Number","3743"
"New House Registrations","2009","Carlow","Number","60"
"New House Registrations","2009","Dublin","Number","1113"
"New House Registrations","2009","Kildare","Number","196"
"New House Registrations","2009","Kilkenny","Number","67"
"New House Registrations","2009","Laois","Number","30"
"New House Registrations","2009","Longford","Number","10"
"New House Registrations","2009","Louth","Number","124"
"New House Registrations","2009","Meath","Number","199"
"New House Registrations","2009","Offaly","Number","27"
"New House Registrations","2009","Westmeath","Number","88"
"New House Registrations","2009","Wexford","Number","126"
"New House Registrations","2009","Wicklow","Number","215"
"New House Registrations","2009","Clare","Number","137"
"New House Registrations","2009","Cork","Number","488"
"New House Registrations","2009","Kerry","Number","66"
"New House Registrations","2009","Limerick","Number","84"
"New House Registrations","2009","Tipperary","Number","97"
"New House Registrations","2009","Waterford","Number","64"
"New House Registrations","2009","Galway","Number","146"
"New House Registrations","2009","Leitrim","Number","10"
"New House Registrations","2009","Mayo","Number","19"
"New House Registrations","2009","Roscommon","Number","45"
"New House Registrations","2009","Sligo","Number","185"
"New House Registrations","2009","Cavan","Number","64"
"New House Registrations","2009","Donegal","Number","32"
"New House Registrations","2009","Monaghan","Number","51"
"New House Registrations","2010","All Counties","Number","1680"
"New House Registrations","2010","Carlow","Number","37"
"New House Registrations","2010","Dublin","Number","318"
"New House Registrations","2010","Kildare","Number","114"
"New House Registrations","2010","Kilkenny","Number","28"
"New House Registrations","2010","Laois","Number","28"
"New House Registrations","2010","Longford","Number","3"
"New House Registrations","2010","Louth","Number","50"
"New House Registrations","2010","Meath","Number","87"
"New House Registrations","2010","Offaly","Number","27"
"New House Registrations","2010","Westmeath","Number","14"
"New House Registrations","2010","Wexford","Number","91"
"New House Registrations","2010","Wicklow","Number","52"
"New House Registrations","2010","Clare","Number","35"
"New House Registrations","2010","Cork","Number","358"
"New House Registrations","2010","Kerry","Number","57"
"New House Registrations","2010","Limerick","Number","55"
"New House Registrations","2010","Tipperary","Number","83"
"New House Registrations","2010","Waterford","Number","18"
"New House Registrations","2010","Galway","Number","31"
"New House Registrations","2010","Leitrim","Number","2"
"New House Registrations","2010","Mayo","Number","66"
"New House Registrations","2010","Roscommon","Number","9"
"New House Registrations","2010","Sligo","Number","34"
"New House Registrations","2010","Cavan","Number","2"
"New House Registrations","2010","Donegal","Number","67"
"New House Registrations","2010","Monaghan","Number","14"
"New House Registrations","2011","All Counties","Number","834"
"New House Registrations","2011","Carlow","Number","17"
"New House Registrations","2011","Dublin","Number","140"
"New House Registrations","2011","Kildare","Number","45"
"New House Registrations","2011","Kilkenny","Number","43"
"New House Registrations","2011","Laois","Number","10"
"New House Registrations","2011","Longford","Number","0"
"New House Registrations","2011","Louth","Number","22"
"New House Registrations","2011","Meath","Number","40"
"New House Registrations","2011","Offaly","Number","24"
"New House Registrations","2011","Westmeath","Number","5"
"New House Registrations","2011","Wexford","Number","9"
"New House Registrations","2011","Wicklow","Number","25"
"New House Registrations","2011","Clare","Number","14"
"New House Registrations","2011","Cork","Number","247"
"New House Registrations","2011","Kerry","Number","47"
"New House Registrations","2011","Limerick","Number","34"
"New House Registrations","2011","Tipperary","Number","26"
"New House Registrations","2011","Waterford","Number","20"
"New House Registrations","2011","Galway","Number","29"
"New House Registrations","2011","Leitrim","Number","1"
"New House Registrations","2011","Mayo","Number","6"
"New House Registrations","2011","Roscommon","Number","4"
"New House Registrations","2011","Sligo","Number","12"
"New House Registrations","2011","Cavan","Number","1"
"New House Registrations","2011","Donegal","Number","5"
"New House Registrations","2011","Monaghan","Number","8"
"New House Registrations","2012","All Counties","Number","627"
"New House Registrations","2012","Carlow","Number","1"
"New House Registrations","2012","Dublin","Number","142"
"New House Registrations","2012","Kildare","Number","62"
"New House Registrations","2012","Kilkenny","Number","8"
"New House Registrations","2012","Laois","Number","8"
"New House Registrations","2012","Longford","Number","1"
"New House Registrations","2012","Louth","Number","106"
"New House Registrations","2012","Meath","Number","20"
"New House Registrations","2012","Offaly","Number","12"
"New House Registrations","2012","Westmeath","Number","3"
"New House Registrations","2012","Wexford","Number","15"
"New House Registrations","2012","Wicklow","Number","28"
"New House Registrations","2012","Clare","Number","6"
"New House Registrations","2012","Cork","Number","140"
"New House Registrations","2012","Kerry","Number","25"
"New House Registrations","2012","Limerick","Number","10"
"New House Registrations","2012","Tipperary","Number","12"
"New House Registrations","2012","Waterford","Number","6"
"New House Registrations","2012","Galway","Number","10"
"New House Registrations","2012","Leitrim","Number","0"
"New House Registrations","2012","Mayo","Number","4"
"New House Registrations","2012","Roscommon","Number","0"
"New House Registrations","2012","Sligo","Number","2"
"New House Registrations","2012","Cavan","Number","1"
"New House Registrations","2012","Donegal","Number","3"
"New House Registrations","2012","Monaghan","Number","2"
"New House Registrations","2013","All Counties","Number","1326"
"New House Registrations","2013","Carlow","Number","2"
"New House Registrations","2013","Dublin","Number","675"
"New House Registrations","2013","Kildare","Number","118"
"New House Registrations","2013","Kilkenny","Number","8"
"New House Registrations","2013","Laois","Number","8"
"New House Registrations","2013","Longford","Number","1"
"New House Registrations","2013","Louth","Number","35"
"New House Registrations","2013","Meath","Number","59"
"New House Registrations","2013","Offaly","Number","6"
"New House Registrations","2013","Westmeath","Number","4"
"New House Registrations","2013","Wexford","Number","6"
"New House Registrations","2013","Wicklow","Number","44"
"New House Registrations","2013","Clare","Number","5"
"New House Registrations","2013","Cork","Number","197"
"New House Registrations","2013","Kerry","Number","25"
"New House Registrations","2013","Limerick","Number","26"
"New House Registrations","2013","Tipperary","Number","9"
"New House Registrations","2013","Waterford","Number","13"
"New House Registrations","2013","Galway","Number","18"
"New House Registrations","2013","Leitrim","Number","0"
"New House Registrations","2013","Mayo","Number","38"
"New House Registrations","2013","Roscommon","Number","1"
"New House Registrations","2013","Sligo","Number","2"
"New House Registrations","2013","Cavan","Number","0"
"New House Registrations","2013","Donegal","Number","23"
"New House Registrations","2013","Monaghan","Number","3"
"New House Registrations","2014","All Counties","Number","2574"
"New House Registrations","2014","Carlow","Number","26"
"New House Registrations","2014","Dublin","Number","1339"
"New House Registrations","2014","Kildare","Number","337"
"New House Registrations","2014","Kilkenny","Number","6"
"New House Registrations","2014","Laois","Number","3"
"New House Registrations","2014","Longford","Number","0"
"New House Registrations","2014","Louth","Number","23"
"New House Registrations","2014","Meath","Number","170"
"New House Registrations","2014","Offaly","Number","21"
"New House Registrations","2014","Westmeath","Number","12"
"New House Registrations","2014","Wexford","Number","36"
"New House Registrations","2014","Wicklow","Number","121"
"New House Registrations","2014","Clare","Number","8"
"New House Registrations","2014","Cork","Number","297"
"New House Registrations","2014","Kerry","Number","28"
"New House Registrations","2014","Limerick","Number","24"
"New House Registrations","2014","Tipperary","Number","15"
"New House Registrations","2014","Waterford","Number","55"
"New House Registrations","2014","Galway","Number","32"
"New House Registrations","2014","Leitrim","Number","0"
"New House Registrations","2014","Mayo","Number","0"
"New House Registrations","2014","Roscommon","Number","0"
"New House Registrations","2014","Sligo","Number","0"
"New House Registrations","2014","Cavan","Number","2"
"New House Registrations","2014","Donegal","Number","11"
"New House Registrations","2014","Monaghan","Number","8"
"New House Registrations","2015","All Counties","Number","4297"
"New House Registrations","2015","Carlow","Number","6"
"New House Registrations","2015","Dublin","Number","2535"
"New House Registrations","2015","Kildare","Number","448"
"New House Registrations","2015","Kilkenny","Number","16"
"New House Registrations","2015","Laois","Number","0"
"New House Registrations","2015","Longford","Number","0"
"New House Registrations","2015","Louth","Number","55"
"New House Registrations","2015","Meath","Number","163"
"New House Registrations","2015","Offaly","Number","4"
"New House Registrations","2015","Westmeath","Number","18"
"New House Registrations","2015","Wexford","Number","77"
"New House Registrations","2015","Wicklow","Number","182"
"New House Registrations","2015","Clare","Number","25"
"New House Registrations","2015","Cork","Number","479"
"New House Registrations","2015","Kerry","Number","19"
"New House Registrations","2015","Limerick","Number","100"
"New House Registrations","2015","Tipperary","Number","13"
"New House Registrations","2015","Waterford","Number","42"
"New House Registrations","2015","Galway","Number","59"
"New House Registrations","2015","Leitrim","Number","1"
"New House Registrations","2015","Mayo","Number","22"
"New House Registrations","2015","Roscommon","Number","8"
"New House Registrations","2015","Sligo","Number","0"
"New House Registrations","2015","Cavan","Number","0"
"New House Registrations","2015","Donegal","Number","15"
"New House Registrations","2015","Monaghan","Number","10"
"New House Registrations","2016","All Counties","Number","5626"
"New House Registrations","2016","Carlow","Number","10"
"New House Registrations","2016","Dublin","Number","2905"
"New House Registrations","2016","Kildare","Number","531"
"New House Registrations","2016","Kilkenny","Number","20"
"New House Registrations","2016","Laois","Number","1"
"New House Registrations","2016","Longford","Number","0"
"New House Registrations","2016","Louth","Number","46"
"New House Registrations","2016","Meath","Number","532"
"New House Registrations","2016","Offaly","Number","7"
"New House Registrations","2016","Westmeath","Number","3"
"New House Registrations","2016","Wexford","Number","109"
"New House Registrations","2016","Wicklow","Number","290"
"New House Registrations","2016","Clare","Number","49"
"New House Registrations","2016","Cork","Number","665"
"New House Registrations","2016","Kerry","Number","34"
"New House Registrations","2016","Limerick","Number","163"
"New House Registrations","2016","Tipperary","Number","21"
"New House Registrations","2016","Waterford","Number","148"
"New House Registrations","2016","Galway","Number","53"
"New House Registrations","2016","Leitrim","Number","0"
"New House Registrations","2016","Mayo","Number","14"
"New House Registrations","2016","Roscommon","Number","3"
"New House Registrations","2016","Sligo","Number","0"
"New House Registrations","2016","Cavan","Number","0"
"New House Registrations","2016","Donegal","Number","18"
"New House Registrations","2016","Monaghan","Number","4"
"New House Registrations","2017","All Counties","Number","9466"
"New House Registrations","2017","Carlow","Number","14"
"New House Registrations","2017","Dublin","Number","5063"
"New House Registrations","2017","Kildare","Number","767"
"New House Registrations","2017","Kilkenny","Number","7"
"New House Registrations","2017","Laois","Number","2"
"New House Registrations","2017","Longford","Number","0"
"New House Registrations","2017","Louth","Number","164"
"New House Registrations","2017","Meath","Number","1122"
"New House Registrations","2017","Offaly","Number","7"
"New House Registrations","2017","Westmeath","Number","14"
"New House Registrations","2017","Wexford","Number","206"
"New House Registrations","2017","Wicklow","Number","347"
"New House Registrations","2017","Clare","Number","71"
"New House Registrations","2017","Cork","Number","997"
"New House Registrations","2017","Kerry","Number","58"
"New House Registrations","2017","Limerick","Number","204"
"New House Registrations","2017","Tipperary","Number","20"
"New House Registrations","2017","Waterford","Number","196"
"New House Registrations","2017","Galway","Number","143"
"New House Registrations","2017","Leitrim","Number","0"
"New House Registrations","2017","Mayo","Number","12"
"New House Registrations","2017","Roscommon","Number","28"
"New House Registrations","2017","Sligo","Number","10"
"New House Registrations","2017","Cavan","Number","1"
"New House Registrations","2017","Donegal","Number","4"
"New House Registrations","2017","Monaghan","Number","9"
"New House Registrations","2018","All Counties","Number","10265"
"New House Registrations","2018","Carlow","Number","60"
"New House Registrations","2018","Dublin","Number","4452"
"New House Registrations","2018","Kildare","Number","1041"
"New House Registrations","2018","Kilkenny","Number","56"
"New House Registrations","2018","Laois","Number","0"
"New House Registrations","2018","Longford","Number","0"
"New House Registrations","2018","Louth","Number","305"
"New House Registrations","2018","Meath","Number","1247"
"New House Registrations","2018","Offaly","Number","18"
"New House Registrations","2018","Westmeath","Number","39"
"New House Registrations","2018","Wexford","Number","300"
"New House Registrations","2018","Wicklow","Number","462"
"New House Registrations","2018","Clare","Number","119"
"New House Registrations","2018","Cork","Number","1111"
"New House Registrations","2018","Kerry","Number","76"
"New House Registrations","2018","Limerick","Number","258"
"New House Registrations","2018","Tipperary","Number","53"
"New House Registrations","2018","Waterford","Number","358"
"New House Registrations","2018","Galway","Number","226"
"New House Registrations","2018","Leitrim","Number","0"
"New House Registrations","2018","Mayo","Number","54"
"New House Registrations","2018","Roscommon","Number","6"
"New House Registrations","2018","Sligo","Number","1"
"New House Registrations","2018","Cavan","Number","0"
"New House Registrations","2018","Donegal","Number","0"
"New House Registrations","2018","Monaghan","Number","23"
"New House Registrations","2019","All Counties","Number","10784"
"New House Registrations","2019","Carlow","Number","63"
"New House Registrations","2019","Dublin","Number","4417"
"New House Registrations","2019","Kildare","Number","1511"
"New House Registrations","2019","Kilkenny","Number","118"
"New House Registrations","2019","Laois","Number","99"
"New House Registrations","2019","Longford","Number","0"
"New House Registrations","2019","Louth","Number","162"
"New House Registrations","2019","Meath","Number","1113"
"New House Registrations","2019","Offaly","Number","75"
"New House Registrations","2019","Westmeath","Number","74"
"New House Registrations","2019","Wexford","Number","277"
"New House Registrations","2019","Wicklow","Number","566"
"New House Registrations","2019","Clare","Number","77"
"New House Registrations","2019","Cork","Number","1101"
"New House Registrations","2019","Kerry","Number","73"
"New House Registrations","2019","Limerick","Number","217"
"New House Registrations","2019","Tipperary","Number","19"
"New House Registrations","2019","Waterford","Number","263"
"New House Registrations","2019","Galway","Number","396"
"New House Registrations","2019","Leitrim","Number","0"
"New House Registrations","2019","Mayo","Number","77"
"New House Registrations","2019","Roscommon","Number","7"
"New House Registrations","2019","Sligo","Number","0"
"New House Registrations","2019","Cavan","Number","7"
"New House Registrations","2019","Donegal","Number","67"
"New House Registrations","2019","Monaghan","Number","5"
